device_id,ph,turbidity_ntu,tds_ppm,water_quality_category
soil-water-monitor-2,7.84,1.89,459.0,Safe
soil-water-monitor-3,6.68,3.9,903.1,Safe
soil-water-monitor-2,5.55,16.9,1191.3,Critical
soil-water-monitor-1,6.85,5.38,581.1,Safe
soil-water-monitor-2,7.23,0.0,138.1,Safe
soil-water-monitor-2,6.39,5.08,706.8,Moderate
soil-water-monitor-2,7.7,0.73,250.6,Safe
soil-water-monitor-2,7.1,2.01,278.2,Safe
soil-water-monitor-3,6.69,3.65,571.5,Safe
soil-water-monitor-2,6.74,1.04,191.0,Safe
soil-water-monitor-3,7.48,8.68,781.0,Moderate
soil-water-monitor-1,7.7,0.0,272.7,Safe
soil-water-monitor-2,6.49,0.75,140.6,Safe
soil-water-monitor-2,7.56,3.92,372.9,Safe
soil-water-monitor-3,6.79,2.31,168.9,Safe
soil-water-monitor-3,8.05,1.62,258.0,Safe
soil-water-monitor-1,8.19,0.0,366.5,Safe
soil-water-monitor-1,7.59,19.61,1062.6,Unsafe
soil-water-monitor-2,6.45,0.0,248.9,Safe
soil-water-monitor-1,7.13,0.99,221.3,Safe
soil-water-monitor-2,3.95,77.72,2723.6,Critical
soil-water-monitor-3,6.14,46.28,1335.1,Unsafe
soil-water-monitor-3,8.4,36.59,1148.2,Unsafe
soil-water-monitor-3,6.11,21.32,1017.4,Unsafe
soil-water-monitor-3,5.77,12.15,1398.5,Unsafe
soil-water-monitor-1,7.01,1.53,190.4,Safe
soil-water-monitor-1,4.8,15.18,1202.6,Critical
soil-water-monitor-2,7.52,0.0,373.9,Safe
soil-water-monitor-3,8.02,3.41,470.8,Safe
soil-water-monitor-1,7.32,3.3,322.8,Safe
soil-water-monitor-1,5.52,44.74,1276.9,Unsafe
soil-water-monitor-2,6.95,6.22,432.0,Safe
soil-water-monitor-3,7.15,1.22,339.3,Safe
soil-water-monitor-3,7.82,3.89,289.1,Safe
soil-water-monitor-2,8.12,0.48,127.3,Safe
soil-water-monitor-3,6.37,8.52,546.2,Moderate
soil-water-monitor-3,6.73,0.73,314.7,Safe
soil-water-monitor-3,6.68,3.52,263.3,Safe
soil-water-monitor-3,4.64,67.7,2239.0,Critical
soil-water-monitor-2,7.55,25.31,1343.0,Unsafe
soil-water-monitor-3,7.44,22.59,953.2,Moderate
soil-water-monitor-3,6.63,0.0,269.0,Safe
soil-water-monitor-1,7.36,0.0,318.4,Safe
soil-water-monitor-1,6.63,1.75,258.7,Safe
soil-water-monitor-1,5.44,18.96,1183.1,Critical
soil-water-monitor-1,5.3,6.98,2439.1,Unsafe
soil-water-monitor-1,7.75,6.77,494.2,Safe
soil-water-monitor-1,5.27,68.67,3316.3,Critical
soil-water-monitor-1,6.57,4.77,435.9,Safe
soil-water-monitor-2,6.08,8.97,510.4,Moderate
soil-water-monitor-2,6.09,7.41,679.6,Moderate
soil-water-monitor-1,4.66,45.72,2425.2,Critical
soil-water-monitor-3,7.97,6.31,236.3,Safe
soil-water-monitor-2,5.48,25.56,1497.6,Unsafe
soil-water-monitor-2,7.49,0.79,222.5,Safe
soil-water-monitor-3,7.63,1.6,171.8,Safe
soil-water-monitor-2,8.26,1.79,443.2,Safe
soil-water-monitor-3,6.87,0.27,342.9,Safe
soil-water-monitor-3,6.59,12.89,543.1,Moderate
soil-water-monitor-1,6.63,4.76,758.1,Moderate
soil-water-monitor-1,7.76,2.28,285.4,Safe
soil-water-monitor-3,5.72,5.27,703.4,Moderate
soil-water-monitor-3,7.26,4.14,731.4,Moderate
soil-water-monitor-3,6.32,4.78,482.7,Safe
soil-water-monitor-1,5.84,6.02,574.2,Moderate
soil-water-monitor-1,5.39,17.1,1723.4,Critical
soil-water-monitor-1,7.63,3.12,322.0,Safe
soil-water-monitor-1,6.54,14.26,1363.4,Unsafe
soil-water-monitor-3,7.24,0.09,327.7,Safe
soil-water-monitor-1,7.14,1.26,274.6,Safe
soil-water-monitor-2,6.18,6.47,488.6,Safe
soil-water-monitor-2,5.83,26.61,1969.3,Unsafe
soil-water-monitor-1,6.88,10.31,831.6,Moderate
soil-water-monitor-1,7.29,5.02,395.0,Safe
soil-water-monitor-3,5.86,5.75,945.2,Unsafe
soil-water-monitor-1,7.65,6.34,964.3,Moderate
soil-water-monitor-1,7.37,2.04,556.1,Safe
soil-water-monitor-3,7.23,2.99,468.3,Safe
soil-water-monitor-1,6.13,33.02,1415.9,Unsafe
soil-water-monitor-3,7.04,3.77,401.5,Safe
soil-water-monitor-1,6.15,7.74,353.1,Moderate
soil-water-monitor-1,6.56,34.14,1101.1,Unsafe
soil-water-monitor-2,7.94,7.34,530.8,Moderate
soil-water-monitor-2,,5.81,631.4,Moderate
soil-water-monitor-1,6.52,7.5,768.6,Safe
soil-water-monitor-1,6.5,1.74,297.9,Safe
soil-water-monitor-3,6.44,1.65,381.6,Safe
soil-water-monitor-2,5.14,16.0,1374.0,Critical
soil-water-monitor-3,,3.23,216.4,Safe
soil-water-monitor-1,6.01,5.13,860.1,Moderate
soil-water-monitor-1,7.05,5.97,825.1,Moderate
soil-water-monitor-1,6.62,3.42,210.5,Safe
soil-water-monitor-3,6.18,27.31,1042.2,Unsafe
soil-water-monitor-2,6.75,28.01,1304.3,Unsafe
soil-water-monitor-2,7.04,4.09,234.0,Safe
soil-water-monitor-1,6.07,37.86,1620.3,Unsafe
soil-water-monitor-1,7.69,0.0,190.8,Safe
soil-water-monitor-1,5.14,22.28,1213.1,Critical
soil-water-monitor-1,7.03,6.66,411.4,Safe
soil-water-monitor-1,6.14,7.66,444.7,Moderate
soil-water-monitor-3,6.64,0.78,69.4,Safe
soil-water-monitor-3,6.25,4.34,656.7,Moderate
soil-water-monitor-2,8.11,0.0,291.8,Safe
soil-water-monitor-3,6.4,6.89,669.3,Moderate
soil-water-monitor-2,5.41,11.51,1503.7,Unsafe
soil-water-monitor-2,7.32,4.45,67.3,Safe
soil-water-monitor-1,8.4,4.0,437.4,Safe
soil-water-monitor-2,6.66,5.33,396.7,Safe
soil-water-monitor-3,6.53,2.5,334.4,Safe
soil-water-monitor-2,7.58,8.24,645.1,Moderate
soil-water-monitor-3,6.12,8.79,531.0,Moderate
soil-water-monitor-1,7.53,0.0,339.0,Safe
soil-water-monitor-2,6.61,2.31,300.2,Safe
soil-water-monitor-3,6.56,2.56,257.4,Safe
soil-water-monitor-3,,3.29,225.6,Safe
soil-water-monitor-3,7.27,1.52,220.9,Safe
soil-water-monitor-1,7.88,0.09,393.2,Safe
soil-water-monitor-2,7.61,2.29,397.4,Safe
soil-water-monitor-3,7.67,10.18,522.2,Moderate
soil-water-monitor-1,7.33,3.27,58.8,Safe
soil-water-monitor-3,7.23,9.18,803.7,Moderate
soil-water-monitor-2,5.54,28.87,1010.8,Unsafe
soil-water-monitor-3,7.58,4.94,206.4,Safe
soil-water-monitor-1,4.42,80.71,3035.9,Critical
soil-water-monitor-1,7.76,4.15,367.2,Safe
soil-water-monitor-1,8.07,4.39,390.5,Safe
soil-water-monitor-3,7.66,4.04,176.1,Safe
soil-water-monitor-2,6.57,3.95,470.0,Safe
soil-water-monitor-2,6.93,0.94,346.3,Safe
soil-water-monitor-2,7.06,1.4,345.1,Safe
soil-water-monitor-3,7.87,4.41,360.6,Safe
soil-water-monitor-1,6.06,24.3,1175.5,Unsafe
soil-water-monitor-2,7.51,0.96,285.8,Safe
soil-water-monitor-2,7.79,1.46,294.1,Safe
soil-water-monitor-2,7.27,2.59,203.8,Safe
soil-water-monitor-2,6.67,0.65,273.7,Safe
soil-water-monitor-1,6.24,17.33,2135.6,Unsafe
soil-water-monitor-3,7.37,1.72,378.8,Safe
soil-water-monitor-3,3.7,113.07,3416.2,Critical
soil-water-monitor-1,6.68,7.06,965.7,Moderate
soil-water-monitor-1,6.73,3.81,232.2,Safe
soil-water-monitor-3,6.71,5.93,774.2,Safe
soil-water-monitor-3,7.18,2.4,264.3,Safe
soil-water-monitor-2,7.15,0.34,184.2,Safe
soil-water-monitor-2,4.76,22.53,1427.9,Critical
soil-water-monitor-3,6.15,9.58,1465.1,Unsafe
soil-water-monitor-1,7.02,0.0,305.9,Safe
soil-water-monitor-3,6.99,1.84,510.7,Safe
soil-water-monitor-1,7.11,2.91,263.1,Safe
soil-water-monitor-1,5.34,95.48,3677.4,Critical
soil-water-monitor-1,3.88,188.58,3401.4,Critical
soil-water-monitor-2,6.57,14.94,1754.2,Unsafe
soil-water-monitor-2,6.52,8.27,600.0,Moderate
soil-water-monitor-3,7.53,1.73,336.2,Safe
soil-water-monitor-1,7.3,3.58,136.1,Safe
soil-water-monitor-1,7.47,1.64,365.9,Safe
soil-water-monitor-2,5.38,12.37,1382.6,Unsafe
soil-water-monitor-3,6.84,5.44,595.1,Moderate
soil-water-monitor-2,4.67,29.57,766.8,Unsafe
soil-water-monitor-2,4.24,18.71,1511.9,Critical
soil-water-monitor-1,8.04,2.82,177.1,Safe
soil-water-monitor-3,7.77,4.59,478.4,Safe
soil-water-monitor-3,3.31,66.85,2221.5,Critical
soil-water-monitor-2,6.58,3.63,986.8,Safe
soil-water-monitor-2,4.59,18.1,1208.5,Critical
soil-water-monitor-2,7.52,3.36,278.6,Safe
soil-water-monitor-3,6.97,1.42,294.3,Safe
soil-water-monitor-2,6.22,3.05,583.9,Moderate
soil-water-monitor-3,7.13,4.43,244.8,Safe
soil-water-monitor-1,7.3,22.22,1147.3,Unsafe
soil-water-monitor-1,8.02,2.29,156.5,Safe
soil-water-monitor-1,6.34,36.06,1043.2,Unsafe
soil-water-monitor-1,8.11,0.0,285.0,Safe
soil-water-monitor-1,7.73,1.24,110.3,Safe
soil-water-monitor-1,6.86,3.11,403.3,Safe
soil-water-monitor-1,6.96,7.05,665.9,Moderate
soil-water-monitor-1,6.87,3.57,480.5,Safe
soil-water-monitor-1,7.23,2.63,217.9,Safe
soil-water-monitor-2,6.1,11.11,646.1,Unsafe
soil-water-monitor-3,6.06,8.17,930.9,Moderate
soil-water-monitor-3,7.44,1.04,266.0,Safe
soil-water-monitor-2,6.54,25.48,1084.4,Unsafe
soil-water-monitor-2,7.25,0.0,273.4,Safe
soil-water-monitor-2,3.92,94.02,3047.0,Critical
soil-water-monitor-2,3.41,79.82,3037.7,Critical
soil-water-monitor-3,5.73,20.16,970.1,Unsafe
soil-water-monitor-3,6.15,4.66,667.6,Moderate
soil-water-monitor-1,7.01,4.36,278.6,Safe
soil-water-monitor-3,6.98,2.7,190.3,Safe
soil-water-monitor-2,7.11,0.85,164.0,Safe
soil-water-monitor-1,6.91,10.03,1737.4,Moderate
soil-water-monitor-2,7.38,2.99,297.1,Safe
soil-water-monitor-1,6.98,2.79,153.1,Safe
soil-water-monitor-2,7.15,3.76,633.6,Moderate
soil-water-monitor-1,6.54,4.09,205.0,Safe
soil-water-monitor-1,6.5,2.96,218.0,Safe
soil-water-monitor-2,7.27,1.68,306.4,Safe
soil-water-monitor-1,6.76,2.68,250.2,Safe
soil-water-monitor-1,6.62,10.99,676.8,Moderate
soil-water-monitor-3,4.41,23.05,996.5,Critical
soil-water-monitor-2,7.12,2.31,255.2,Safe
soil-water-monitor-2,6.4,3.12,792.1,Moderate
soil-water-monitor-2,6.34,6.65,387.5,Moderate
soil-water-monitor-2,6.85,2.52,324.5,Safe
soil-water-monitor-1,6.69,3.77,230.4,Safe
soil-water-monitor-3,6.86,0.82,287.9,Safe
soil-water-monitor-1,6.72,9.33,563.1,Moderate
soil-water-monitor-3,7.21,4.78,247.6,Safe
soil-water-monitor-3,6.58,6.06,682.3,Moderate
soil-water-monitor-1,6.89,2.26,404.3,Safe
soil-water-monitor-2,6.87,8.47,661.5,Moderate
soil-water-monitor-3,6.58,1.88,239.6,Safe
soil-water-monitor-2,7.25,1.2,352.9,Safe
soil-water-monitor-2,5.17,46.63,1297.2,Critical
soil-water-monitor-1,7.02,5.94,876.4,Moderate
soil-water-monitor-3,7.09,3.15,173.2,Safe
soil-water-monitor-2,5.37,139.04,2623.8,Critical
soil-water-monitor-2,6.24,10.89,673.6,Moderate
soil-water-monitor-2,4.24,89.57,2706.9,Critical
soil-water-monitor-3,5.72,29.49,1741.6,Unsafe
soil-water-monitor-1,7.02,5.27,602.6,Moderate
soil-water-monitor-3,8.17,1.75,290.6,Safe
soil-water-monitor-3,5.48,17.15,985.8,Unsafe
soil-water-monitor-3,6.66,8.93,699.8,Moderate
soil-water-monitor-2,7.34,9.69,1026.7,Moderate
soil-water-monitor-2,6.77,0.9,304.6,Safe
soil-water-monitor-3,6.62,0.58,382.5,Safe
soil-water-monitor-1,6.4,6.92,664.2,Moderate
soil-water-monitor-2,6.43,7.74,925.5,Moderate
soil-water-monitor-3,5.82,4.78,576.2,Moderate
soil-water-monitor-1,7.27,0.29,119.2,Safe
soil-water-monitor-1,6.58,6.36,587.9,Moderate
soil-water-monitor-3,6.87,3.98,286.6,Safe
soil-water-monitor-2,6.58,6.96,411.5,Moderate
soil-water-monitor-2,,0.0,181.3,Safe
soil-water-monitor-1,6.62,3.86,674.7,Moderate
soil-water-monitor-1,6.94,0.37,190.7,Safe
soil-water-monitor-3,7.37,3.72,290.6,Safe
soil-water-monitor-2,7.57,8.17,645.8,Moderate
soil-water-monitor-3,7.67,3.11,236.5,Safe
soil-water-monitor-2,6.66,35.37,1549.8,Unsafe
soil-water-monitor-3,6.78,0.71,250.9,Safe
soil-water-monitor-3,5.55,21.9,1346.7,Unsafe
soil-water-monitor-3,5.99,6.42,679.6,Unsafe
soil-water-monitor-3,7.26,2.24,253.7,Safe
soil-water-monitor-3,7.11,9.66,445.8,Safe
soil-water-monitor-1,7.37,13.52,1338.4,Unsafe
soil-water-monitor-3,7.17,1.86,406.4,Safe
soil-water-monitor-2,6.56,5.39,787.9,Safe
soil-water-monitor-2,5.63,5.02,611.8,Unsafe
soil-water-monitor-2,7.23,0.0,289.8,Safe
soil-water-monitor-2,,2.8,159.5,Safe
soil-water-monitor-3,7.18,1.08,362.1,Safe
soil-water-monitor-3,7.57,0.0,339.8,Safe
soil-water-monitor-1,5.7,27.67,1710.2,Unsafe
soil-water-monitor-2,6.25,4.98,565.3,Moderate
soil-water-monitor-1,5.19,7.92,671.4,Unsafe
soil-water-monitor-3,6.26,3.25,519.5,Moderate
soil-water-monitor-3,5.16,12.2,1263.0,Critical
soil-water-monitor-3,7.21,10.35,796.4,Moderate
soil-water-monitor-1,5.29,10.57,567.0,Unsafe
soil-water-monitor-1,7.39,1.53,347.7,Safe
soil-water-monitor-1,2.41,96.32,2600.9,Critical
soil-water-monitor-1,5.37,153.76,2062.1,Critical
soil-water-monitor-2,6.57,1.08,395.9,Safe
soil-water-monitor-3,5.92,5.06,953.1,Moderate
soil-water-monitor-2,6.45,45.18,1236.9,Unsafe
soil-water-monitor-1,5.69,44.06,2069.9,Critical
soil-water-monitor-1,7.86,16.54,1679.6,Unsafe
soil-water-monitor-1,4.57,94.18,3973.8,Critical
soil-water-monitor-2,7.2,1.35,288.7,Safe
soil-water-monitor-2,2.26,94.77,3675.5,Critical
soil-water-monitor-1,3.69,25.68,1482.1,Critical
soil-water-monitor-3,6.86,12.01,723.6,Moderate
soil-water-monitor-1,6.73,25.71,980.5,Moderate
soil-water-monitor-3,7.52,2.93,181.7,Safe
soil-water-monitor-3,7.68,0.0,244.9,Safe
soil-water-monitor-3,6.98,1.88,368.9,Safe
soil-water-monitor-2,7.63,3.9,309.6,Safe
soil-water-monitor-2,7.05,2.65,210.9,Safe
soil-water-monitor-2,7.16,14.03,666.5,Moderate
soil-water-monitor-1,6.66,3.6,528.0,Safe
soil-water-monitor-2,7.17,6.59,708.2,Moderate
soil-water-monitor-2,6.91,1.9,269.7,Safe
soil-water-monitor-1,5.34,4.52,426.6,Moderate
soil-water-monitor-3,5.68,14.0,1947.6,Unsafe
soil-water-monitor-2,6.71,3.4,187.2,Safe
soil-water-monitor-2,6.68,5.82,538.9,Moderate
soil-water-monitor-1,7.05,0.0,390.1,Safe
soil-water-monitor-1,7.25,0.81,145.4,Safe
soil-water-monitor-1,5.7,2.25,863.8,Moderate
soil-water-monitor-3,5.26,3.86,590.5,Moderate
soil-water-monitor-2,4.74,12.5,540.2,Unsafe
soil-water-monitor-2,7.49,0.0,364.6,Safe
soil-water-monitor-3,7.49,8.73,682.2,Moderate
soil-water-monitor-3,6.57,3.67,253.7,Safe
soil-water-monitor-3,7.32,1.04,79.7,Safe
soil-water-monitor-3,6.65,5.82,856.4,Moderate
soil-water-monitor-3,7.68,2.94,374.3,Safe
soil-water-monitor-2,5.36,5.07,421.9,Moderate
soil-water-monitor-1,7.86,0.0,179.3,Safe
soil-water-monitor-3,7.51,8.36,671.2,Moderate
soil-water-monitor-2,7.3,0.0,222.7,Safe
soil-water-monitor-2,5.41,67.17,2790.8,Critical
soil-water-monitor-3,5.22,21.02,2270.6,Critical
soil-water-monitor-1,6.16,10.43,654.0,Moderate
soil-water-monitor-3,7.38,1.55,197.0,Safe
soil-water-monitor-3,7.57,0.0,205.2,Safe
soil-water-monitor-1,6.24,7.32,487.7,Moderate
soil-water-monitor-2,7.52,1.75,301.8,Safe
soil-water-monitor-3,6.66,5.11,474.4,Safe
soil-water-monitor-2,7.12,0.26,431.4,Safe
soil-water-monitor-3,7.24,0.0,362.2,Safe
soil-water-monitor-2,4.75,31.19,2662.6,Critical
soil-water-monitor-3,7.55,37.08,1872.2,Unsafe
soil-water-monitor-1,6.72,1.04,254.0,Safe
soil-water-monitor-3,7.42,0.0,198.5,Safe
soil-water-monitor-3,7.22,5.46,600.6,Safe
soil-water-monitor-3,8.08,1.02,267.1,Safe
soil-water-monitor-2,6.17,9.63,716.8,Moderate
soil-water-monitor-1,7.12,31.02,1502.3,Unsafe
soil-water-monitor-3,7.06,4.0,710.0,Safe
soil-water-monitor-2,7.68,1.17,407.3,Safe
soil-water-monitor-3,7.65,23.2,1204.8,Unsafe
soil-water-monitor-3,6.54,5.74,998.8,Moderate
soil-water-monitor-2,6.33,6.17,589.4,Moderate
soil-water-monitor-1,6.44,12.72,706.3,Unsafe
soil-water-monitor-1,5.56,52.07,1472.8,Critical
soil-water-monitor-2,7.81,0.0,261.9,Safe
soil-water-monitor-1,7.03,2.73,320.6,Safe
soil-water-monitor-1,6.92,2.13,239.8,Safe
soil-water-monitor-3,6.7,7.37,377.9,Safe
soil-water-monitor-1,7.75,2.74,254.8,Safe
soil-water-monitor-1,8.74,0.91,202.2,Safe
soil-water-monitor-1,5.53,26.21,2441.6,Critical
soil-water-monitor-3,3.11,58.34,3358.1,Critical
soil-water-monitor-1,7.36,1.44,429.8,Safe
soil-water-monitor-2,6.2,4.23,567.4,Moderate
soil-water-monitor-3,6.46,7.12,540.8,Moderate
soil-water-monitor-1,6.41,2.74,33.9,Safe
soil-water-monitor-2,7.48,0.0,292.8,Safe
soil-water-monitor-1,,2.47,535.5,Safe
soil-water-monitor-2,5.77,18.35,1084.1,Unsafe
soil-water-monitor-3,7.42,0.14,253.7,Safe
soil-water-monitor-3,,10.53,618.6,Moderate
soil-water-monitor-2,6.94,6.71,555.9,Moderate
soil-water-monitor-1,6.7,0.97,317.1,Safe
soil-water-monitor-1,7.05,5.7,572.5,Moderate
soil-water-monitor-1,6.72,4.74,287.0,Safe
soil-water-monitor-3,6.95,4.52,632.6,Moderate
soil-water-monitor-1,5.65,26.2,961.1,Unsafe
soil-water-monitor-1,6.24,13.76,1666.3,Unsafe
soil-water-monitor-1,4.54,90.17,3036.0,Critical
soil-water-monitor-2,6.79,6.56,580.9,Moderate
soil-water-monitor-2,6.73,2.94,558.1,Safe
soil-water-monitor-3,6.97,3.21,247.1,Safe
soil-water-monitor-1,5.88,10.49,1426.6,Unsafe
soil-water-monitor-2,7.32,0.3,308.5,Safe
soil-water-monitor-3,6.38,3.14,718.7,Safe
soil-water-monitor-2,6.49,10.04,666.6,Unsafe
soil-water-monitor-2,7.38,0.0,244.3,Safe
soil-water-monitor-1,6.34,15.17,1639.8,Unsafe
soil-water-monitor-2,6.39,9.58,415.0,Safe
soil-water-monitor-3,7.31,5.3,692.8,Moderate
soil-water-monitor-3,7.07,1.02,376.5,Safe
soil-water-monitor-1,7.4,0.92,255.9,Safe
soil-water-monitor-1,7.35,2.21,320.2,Safe
soil-water-monitor-3,5.81,4.24,856.2,Moderate
soil-water-monitor-1,7.43,9.22,960.3,Moderate
soil-water-monitor-2,6.49,8.41,637.9,Moderate
soil-water-monitor-1,5.98,16.09,1201.0,Unsafe
soil-water-monitor-1,7.94,1.1,338.0,Safe
soil-water-monitor-1,7.43,1.84,198.0,Safe
soil-water-monitor-3,6.28,9.31,683.9,Unsafe
soil-water-monitor-3,6.79,1.62,219.2,Safe
soil-water-monitor-3,,16.38,1638.1,Unsafe
soil-water-monitor-1,5.77,21.31,1334.6,Unsafe
soil-water-monitor-2,7.14,1.56,229.5,Safe
soil-water-monitor-2,,0.0,397.6,Safe
soil-water-monitor-3,6.26,7.48,426.7,Moderate
soil-water-monitor-3,7.04,0.84,219.7,Safe
soil-water-monitor-2,6.15,6.82,627.1,Moderate
soil-water-monitor-2,5.38,43.76,1766.4,Critical
soil-water-monitor-1,6.74,9.57,462.4,Safe
soil-water-monitor-2,7.8,2.62,210.7,Safe
soil-water-monitor-1,7.5,1.65,268.8,Safe
soil-water-monitor-2,5.76,56.76,2311.5,Critical
soil-water-monitor-3,6.23,3.37,542.9,Moderate
soil-water-monitor-1,7.29,0.7,235.8,Safe
soil-water-monitor-1,6.27,4.01,589.8,Moderate
soil-water-monitor-1,6.67,0.1,163.8,Safe
soil-water-monitor-1,7.73,2.9,388.1,Safe
soil-water-monitor-1,7.62,4.7,399.8,Safe
soil-water-monitor-3,7.21,5.4,709.6,Moderate
soil-water-monitor-3,6.29,39.02,1338.9,Unsafe
soil-water-monitor-1,6.57,5.37,572.4,Moderate
soil-water-monitor-2,5.8,45.63,1255.0,Unsafe
soil-water-monitor-1,5.16,83.96,2831.7,Critical
soil-water-monitor-1,6.93,6.73,915.9,Moderate
soil-water-monitor-3,6.33,7.22,919.7,Moderate
soil-water-monitor-1,6.71,15.65,557.6,Moderate
soil-water-monitor-1,6.88,2.3,318.9,Safe
soil-water-monitor-3,7.22,0.0,299.8,Safe
soil-water-monitor-1,7.44,1.7,271.4,Safe
soil-water-monitor-1,6.13,9.15,449.3,Moderate
soil-water-monitor-3,6.77,4.77,824.8,Moderate
soil-water-monitor-2,7.28,3.26,284.3,Safe
soil-water-monitor-2,6.34,20.5,891.8,Unsafe
soil-water-monitor-2,6.83,4.2,266.1,Safe
soil-water-monitor-3,6.88,6.07,661.5,Moderate
soil-water-monitor-3,7.47,1.35,353.4,Safe
soil-water-monitor-2,7.37,0.0,339.1,Safe
soil-water-monitor-2,7.71,2.51,271.3,Safe
soil-water-monitor-2,7.89,1.95,268.3,Safe
soil-water-monitor-3,6.5,6.51,634.8,Safe
soil-water-monitor-1,8.03,2.81,351.7,Safe
soil-water-monitor-1,7.45,2.67,318.2,Safe
soil-water-monitor-2,5.33,161.96,3481.6,Critical
soil-water-monitor-2,5.52,44.38,1270.6,Critical
soil-water-monitor-1,7.17,5.66,643.3,Moderate
soil-water-monitor-3,7.15,5.25,474.6,Safe
soil-water-monitor-2,6.42,5.38,855.7,Moderate
soil-water-monitor-3,5.45,51.07,1554.1,Critical
soil-water-monitor-3,6.86,5.99,791.1,Safe
soil-water-monitor-3,7.55,1.53,250.6,Safe
soil-water-monitor-1,7.41,2.87,248.9,Safe
soil-water-monitor-3,6.32,8.43,731.2,Moderate
soil-water-monitor-2,7.09,2.36,226.9,Safe
soil-water-monitor-2,6.6,4.21,600.5,Moderate
soil-water-monitor-3,5.68,22.48,1574.0,Unsafe
soil-water-monitor-3,5.95,5.49,770.9,Moderate
soil-water-monitor-1,6.97,1.08,284.9,Safe
soil-water-monitor-2,8.28,1.14,249.8,Safe
soil-water-monitor-2,6.72,6.46,639.5,Safe
soil-water-monitor-1,6.85,7.71,638.7,Moderate
soil-water-monitor-1,6.39,4.2,726.4,Moderate
soil-water-monitor-2,5.99,2.59,195.1,Safe
soil-water-monitor-3,6.86,2.18,258.2,Safe
soil-water-monitor-2,7.4,1.79,148.6,Safe
soil-water-monitor-2,7.21,30.25,837.5,Moderate
soil-water-monitor-1,7.46,2.4,229.1,Safe
soil-water-monitor-2,5.74,30.93,1358.9,Critical
soil-water-monitor-2,6.91,2.85,334.7,Safe
soil-water-monitor-1,4.86,17.4,1689.2,Critical
soil-water-monitor-2,5.85,25.79,1853.0,Unsafe
soil-water-monitor-1,6.67,3.58,424.9,Safe
soil-water-monitor-1,5.15,14.53,1217.8,Critical
soil-water-monitor-1,5.86,43.76,1005.6,Unsafe
soil-water-monitor-2,7.12,12.11,634.9,Moderate
soil-water-monitor-1,7.19,0.57,165.3,Safe
soil-water-monitor-2,6.4,2.72,243.1,Safe
soil-water-monitor-1,6.43,1.91,306.8,Safe
soil-water-monitor-1,6.15,0.0,298.8,Safe
soil-water-monitor-2,7.68,2.28,263.6,Safe
soil-water-monitor-2,7.19,5.03,747.5,Safe
soil-water-monitor-3,7.76,1.44,327.2,Safe
soil-water-monitor-2,6.57,10.21,612.3,Moderate
soil-water-monitor-3,7.6,3.3,272.9,Safe
soil-water-monitor-3,7.6,0.0,196.7,Safe
soil-water-monitor-3,5.22,13.6,1023.3,Critical
soil-water-monitor-3,5.57,16.13,1061.5,Unsafe
soil-water-monitor-3,6.11,4.77,815.8,Moderate
soil-water-monitor-3,6.61,27.32,1273.1,Unsafe
soil-water-monitor-3,4.75,21.99,1867.4,Critical
soil-water-monitor-1,6.32,10.03,444.9,Moderate
soil-water-monitor-1,8.04,3.51,263.5,Safe
soil-water-monitor-1,7.02,0.78,263.5,Safe
soil-water-monitor-1,7.35,1.83,228.5,Safe
soil-water-monitor-1,7.28,3.46,106.0,Safe
soil-water-monitor-1,5.73,26.21,1026.7,Unsafe
soil-water-monitor-1,7.3,1.08,165.4,Safe
soil-water-monitor-2,7.66,2.75,259.7,Safe
soil-water-monitor-1,6.39,79.33,1734.2,Unsafe
soil-water-monitor-2,7.19,3.18,317.7,Safe
soil-water-monitor-1,7.28,1.43,334.0,Safe
soil-water-monitor-1,7.0,14.38,2013.4,Unsafe
soil-water-monitor-2,3.22,87.52,2532.5,Critical
soil-water-monitor-3,7.35,0.18,303.8,Safe
soil-water-monitor-3,7.87,0.0,442.1,Safe
soil-water-monitor-2,7.85,5.02,340.3,Safe
soil-water-monitor-3,6.28,9.79,573.5,Unsafe
soil-water-monitor-2,7.12,1.8,425.3,Safe
soil-water-monitor-2,6.35,19.84,1185.8,Unsafe
soil-water-monitor-2,5.64,3.93,830.4,Unsafe
soil-water-monitor-1,5.13,13.62,1463.1,Critical
soil-water-monitor-1,7.15,1.5,220.9,Safe
soil-water-monitor-2,7.42,18.15,1469.1,Unsafe
soil-water-monitor-2,7.29,4.06,701.5,Safe
soil-water-monitor-2,6.93,0.0,174.9,Safe
soil-water-monitor-3,7.07,3.52,333.9,Safe
soil-water-monitor-3,6.81,5.61,652.4,Moderate
soil-water-monitor-3,6.9,0.0,309.5,Safe
soil-water-monitor-2,6.05,7.67,635.0,Moderate
soil-water-monitor-1,7.44,2.28,207.3,Safe
soil-water-monitor-1,7.56,3.73,410.8,Safe
soil-water-monitor-3,7.31,25.7,768.9,Moderate
soil-water-monitor-1,6.55,0.0,201.5,Safe
soil-water-monitor-2,5.36,24.74,1229.3,Unsafe
soil-water-monitor-3,,6.22,731.9,Moderate
soil-water-monitor-2,,0.37,216.4,Safe
soil-water-monitor-2,7.23,4.11,269.0,Safe
soil-water-monitor-3,7.2,2.5,313.2,Safe
soil-water-monitor-2,6.95,7.97,696.1,Moderate
soil-water-monitor-2,6.64,5.09,387.7,Safe
